Date,Mean,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
29/06/2016,152.45,,151.92,163.4,149.83,149.52,161.63,161.68,144.21,147.71,149.3,154.03,152.52,143.59
30/06/2016,150.31,,150.6,162.22,147.66,147.62,160.64,159.07,142.31,144.72,147.4,151,150.62,139.8
01/07/2016,148.77,,150.29,161.24,145.31,146.72,159.71,158.13,140.9,140.9,147.44,148.24,149.24,137.15
02/07/2016,147.21,,149.59,159.15,142.49,144.43,157.79,156.42,138.69,139.71,151.35,145.93,146.79,134.14
03/07/2016,145.48,151.33,148.71,157.01,139.79,143.17,155.85,152.82,135.91,136.06,148.28,144.01,145.43,132.92
04/07/2016,143.74,146.31,150.25,155.92,138.04,142.06,153.96,148.24,131.67,133.22,151.1,143.33,144.53,130.03
05/07/2016,141.81,143.55,147.99,154.67,136.02,140.08,152.27,146.26,130.09,132.31,147.54,141.17,142.87,128.7
06/07/2016,139.43,141.16,145.95,153.63,133.98,135.99,148.89,142.05,128.17,131.78,143.98,138.69,140.42,127.88
07/07/2016,137.75,138.63,145.65,153.57,131.97,134.09,146.04,139.75,126.83,131.7,142.59,136.3,138.25,125.32
08/07/2016,136.39,137.49,144.9,154.08,129.74,132.93,143.53,136.97,126.53,129.22,142.25,135.5,134.87,125.02
09/07/2016,134.5,136.37,146.01,153.47,126.19,130.26,141.72,132.81,125.24,126.79,139.13,135.66,133.31,121.49
10/07/2016,132.74,134.27,144.95,153.34,124.34,127.24,140.5,130.03,122.16,127.4,136.25,133.96,131.45,119.75
11/07/2016,130.96,132.07,142.83,151.54,121.77,126.23,139.88,128.71,118.65,124.94,136.82,130.74,129.41,118.84
12/07/2016,129.31,128.31,142.9,150.3,119.17,124.52,139.63,127.36,116.5,123.12,134.69,130.9,128.05,115.55
13/07/2016,128.09,126.07,140.27,148.32,117.6,122.42,138.68,128.74,114.11,123.12,134.8,130.72,124.94,115.43
14/07/2016,126.52,125.05,138.4,145.84,114.47,120.87,137.21,126.2,112.46,124.23,131.62,131.11,123.03,114.25
15/07/2016,124.72,121.61,137,144.5,112.61,118.96,134.56,122.61,110.74,124.25,130.53,131.27,119.64,113.08
16/07/2016,122.99,118.72,134.48,142.72,111.96,114.31,134.24,121.66,109.25,122.38,130.56,129.93,117.4,111.32
17/07/2016,121.16,117.84,132.73,138.7,110.84,111.87,133.49,119.21,108.52,121.03,127.91,130.29,113.56,109.05
18/07/2016,119.22,114.99,129.28,135.02,109.77,109.69,131.29,117.18,107.92,119.52,126.44,130.73,111.09,106.97
19/07/2016,117.82,112.82,126.41,131.8,109.28,108.67,130.6,118.63,107.33,118.88,125.08,128.22,109.93,104.07
20/07/2016,116.21,110.05,124.78,128.57,107.95,107.6,129.05,117.65,105.36,117.73,124.26,127.04,109.33,101.42
21/07/2016,114.83,108.46,123.73,127.01,106.7,105.03,127,116.29,104.72,117.32,122.17,126.13,107.34,100.91
22/07/2016,113.34,107.74,121.4,124.33,106.14,103.12,122.11,116.17,104.91,116.95,121.23,124.71,104.42,100.21
23/07/2016,111.63,105.04,117.24,121.23,105.28,102.65,120.06,117.08,103.27,114.11,120.05,124.16,102.48,98.51
24/07/2016,110.32,104.48,113.49,120.22,103.54,100.79,118.32,117.07,102.13,112.4,119.94,123.14,100.39,98.24
25/07/2016,108.86,102.88,112.63,118.82,102.09,100.2,115.61,115.94,102.14,110.4,119.8,121.2,98.74,94.74
26/07/2016,108.01,103.66,110.99,118.34,99.92,99.49,114.14,116.66,102.97,108.24,119.38,120.25,97.5,92.56
27/07/2016,106.79,102.81,109.89,118.07,98.43,98.8,113.55,115.69,102.23,105.25,118.36,118.23,96.61,90.31
28/07/2016,105.91,101.43,109.68,118.58,97.03,97.59,113.71,116.13,102.29,101.49,117.19,116.83,94.8,90.02
29/07/2016,104.98,99.24,107.46,119.13,95.4,96.19,113.3,117.88,103.52,98.84,115.33,114.92,94.94,88.59
30/07/2016,103.81,97.24,107.9,118.72,93.77,94.18,112.2,117.69,100.94,97.02,114.52,112.66,94.45,88.2
31/07/2016,102.88,94.25,107.83,117.5,92.68,93.78,111.17,119.26,99.14,94.44,113.69,112.47,95.08,86.1
01/08/2016,102.06,90.81,109.48,116.69,91.68,92.67,112.34,120.03,99.25,91.21,111.95,111.48,93.83,85.31
02/08/2016,101.17,91.05,111.53,115.45,90.59,93.31,109.65,119.91,97.11,89.29,110.06,111,92.51,83.79
03/08/2016,100.64,89.95,112.67,114.06,90.21,91.93,109.98,118.59,96,88.26,110.75,109.8,92.77,83.32
04/08/2016,100.06,88.06,114.19,112.84,88.86,90.21,110.47,117.71,94.85,86.52,110.94,108.73,95,82.39
05/08/2016,99.51,88.54,114.25,112.42,87.55,89.59,110.16,118.5,94.95,83.72,108.93,106.63,95.72,82.64
06/08/2016,98.2,85.14,115.69,111.21,86.63,88.43,110.32,116.73,93.87,81.84,103.94,104.88,95.29,82.63
07/08/2016,97.79,84.45,117.66,110.64,85.71,87.94,112.09,116.28,93.92,80.68,101.93,102.79,94.02,83.13
08/08/2016,97.9,85.68,118.08,111.2,85.94,88.17,114.13,115.89,94.2,80.16,100.4,101.83,92.38,84.65
09/08/2016,97.86,85.59,118.41,112.69,84.61,87.91,114.83,115.58,94.52,80.72,98,100.99,91.98,86.4
10/08/2016,97.6,85.12,119.11,113.95,85.01,89,114.62,115.18,93.85,79.82,96.32,99.74,91.28,85.78
11/08/2016,97.88,84.7,120.69,114.35,84.17,90.02,117.12,115.5,93.77,79.11,96.25,98.82,91.79,86.17
12/08/2016,97.85,84.53,120.99,115.73,82.68,90.73,117.6,116.32,93.57,78.64,96.12,99.27,91.52,84.37
13/08/2016,97.79,83.79,121.28,116.23,80.49,92.9,117.91,117.6,93.77,78.76,95.08,98.14,92.33,83.04
14/08/2016,97.63,85.37,119.64,118.33,80.43,92.85,118.66,117.43,91.85,79.19,94.82,96.12,91.87,82.65
15/08/2016,98.2,87.42,120.57,120.79,80.62,94.9,121.45,117.95,90.8,77.82,95.65,95.72,90.19,82.68
16/08/2016,98.66,87.22,122.24,124.08,80.57,94.36,122.03,118.15,91.02,77.74,96.71,95.24,90.65,82.51
17/08/2016,99,88.34,123.38,126.76,81.25,95.62,121.23,117.83,90.99,77.63,96.68,95.05,90.36,81.91
18/08/2016,99,88.26,122.69,129.27,81.73,96.32,119.34,117.13,89.9,78.77,96.27,96.52,89.39,81.37
19/08/2016,99.12,89.31,123.22,130.81,82.47,97.05,117.69,117.73,89.5,77.89,96.35,97.26,87.34,81.94
20/08/2016,99.41,90.95,124.17,132.65,83.27,97.96,115.67,117.48,90.91,77.58,95.13,97.36,88.05,81.15
21/08/2016,99.58,90.9,124.57,133.86,85.28,97.61,113.95,118.05,90.68,78.11,95.31,98.14,87.51,80.6
22/08/2016,100.35,91.89,125.7,133.01,88.49,99.82,113.24,115.95,92.14,77.27,97.43,100.4,88.47,80.78
23/08/2016,101.04,93.7,125.75,132.35,92.18,99.34,113.77,115.66,93.53,76.46,97.97,101.67,91.44,79.76
24/08/2016,101.59,96.11,126.68,132.58,94.5,98.3,114.18,115.74,92.7,76.15,98.46,104.57,90.66,80.01
25/08/2016,102.76,96.29,128.11,132.74,98.04,99.57,115.1,116.81,93.18,77.25,101.34,105.08,91.9,80.43
26/08/2016,104.31,98.52,129.04,133.81,102.98,100.95,115.78,118.21,94.56,78.13,103.63,105.2,92.91,82.36
27/08/2016,105.35,99.58,130.29,135.5,107.23,101.6,116.63,119.81,94.99,77.61,104.33,106.45,92.99,82.51
28/08/2016,105.72,99.92,131.57,136.48,109.12,97.56,116.42,119.79,97.65,77.39,104.75,107.92,93.73,82.07
29/08/2016,106.54,100.2,132.28,136.75,110.44,95.63,118.85,122.56,98.74,77.05,106.48,109.37,95.76,80.85
30/08/2016,107.16,100.44,132.46,136.43,112.7,95.29,119.77,123.83,100.81,76.75,107.07,112.11,95.33,80.15
31/08/2016,108.33,101.71,132.65,136.61,116.34,96.07,120.55,124.89,102.82,78.83,107.29,113.77,96.65,80.13
01/09/2016,108.91,101.47,133.23,136.38,117.03,96.49,121.28,124.55,103.52,81.39,108.59,115.8,97.12,78.94
02/09/2016,109.85,102.62,132.04,137.2,117.36,97.33,121.57,125.25,106.34,84.09,110.55,117.1,97.61,78.95
03/09/2016,110.62,103.47,132.29,138.5,117.2,94.91,122.24,127.87,108.73,87.16,110.85,117.8,98.62,78.48
04/09/2016,112.08,104.24,133.12,141.03,117.7,94.15,124.21,129.05,111.06,90.53,114.63,119.9,99.37,78.09
05/09/2016,113.31,105.99,133.16,142.51,116.61,94.95,129.05,130.15,111.72,92.11,118.24,121.4,99.82,77.34
06/09/2016,114,107.84,132.34,143.44,117.16,93.77,129.4,131.31,113.86,95.02,120.9,121.2,97.69,78.01
07/09/2016,114.52,108.35,131.95,145.05,118.29,93.49,129.95,132.74,114.81,97.64,120.24,122.7,95.95,77.6
08/09/2016,115.52,109.53,132.13,146.54,119,94.66,129.62,134.81,114.42,101.59,121.76,124,96.54,77.19
09/09/2016,116.08,109.01,132.48,147.39,117.71,95.02,130.25,133.36,115.92,102.19,124.84,125.4,97.79,77.64
10/09/2016,116.45,110.11,131.83,146.77,116.88,93.96,129.71,134.87,117.84,105.1,125.04,125.7,97.29,78.71
11/09/2016,117.32,111.49,131.8,150.35,116.87,92.51,129.52,137.39,119.38,106.7,126.17,126.9,96.51,79.58
12/09/2016,117.61,112.18,132.72,152.15,117.21,89.37,130.78,132.98,120.41,108.11,126.16,128.9,96.9,81.09
13/09/2016,118.06,112.03,134.29,152.38,117.61,88.03,132.82,131.8,120.92,108.97,125.57,130.5,97.16,82.73
14/09/2016,118.03,110.71,135.03,152.97,117.58,87.19,135.16,133.7,120.52,106.74,123.91,132.1,96.63,82.21
15/09/2016,117.79,111.55,134.83,153.28,114.84,87.12,133.95,134.59,121.25,105.94,123.84,133.1,96.82,80.12
16/09/2016,118.12,109.56,135.53,154.17,115.59,87.74,135.48,137.12,123.24,102.9,122.32,134.3,97.34,80.32
17/09/2016,117.72,106.67,135.71,153.86,113.44,85.22,135.96,137.67,126.53,101.38,121.12,135.1,96.53,81.12
18/09/2016,117.45,105.16,135.74,153.22,111.37,82.58,136.87,136.74,126.97,103.51,119.28,136,96.86,82.49
19/09/2016,117.19,106.24,135.29,151.01,111.34,79.61,135.62,136.45,127.73,105.6,117.77,137.7,96.08,83.05
20/09/2016,116.6,106.28,133.45,149.32,110.55,78.92,132.56,136.5,128.27,106.11,116.2,138,95.52,84.13
21/09/2016,116,108.69,131.44,146.31,109.25,77.47,130.06,135.94,128.03,106.41,115.24,139,95.16,85.04
22/09/2016,115.63,109.99,132.34,144.76,107.34,76.41,126.87,135.17,127.62,107,113.49,140,95.48,86.7
23/09/2016,115.07,110.6,130.81,144.31,104.9,75.74,125.85,134.36,128.04,106.99,112.71,138.3,95.6,87.76
24/09/2016,114.29,111.15,129.56,143.57,104.88,74.85,124.02,134.68,127.71,103.26,112.62,134.5,95.05,89.89
25/09/2016,113.42,111.09,128.91,140.99,104.14,75.68,122.44,132.82,128.32,99.2,113.71,131.7,94.93,90.48
26/09/2016,112.56,110.16,128.81,140.95,103.24,74.57,119.98,130.49,127.93,96.67,112.52,130.7,95.47,91.74
27/09/2016,111.67,109.18,126.57,141.34,101.37,74.5,118.8,127.87,126.49,94.93,110.95,129.8,97.36,92.51
28/09/2016,110.63,109.31,126.44,140.04,98.9,75.34,117.6,125.85,125.12,91.83,109.94,127,97.16,93.67
29/09/2016,109.43,108.71,124.61,137.48,97.15,77.16,117.08,122.58,123.32,89.1,108.15,126.2,97.47,93.64
30/09/2016,108.29,108.97,122.41,133.69,94.62,78.1,116.01,123.88,120.76,86.6,105.99,125.7,97.14,93.87
01/10/2016,106.91,110.35,121.44,130.67,92.87,78.77,114.29,122.32,117.55,83.44,102.69,125.5,96.96,92.94
02/10/2016,105.88,111.45,122.23,127.76,91,78.07,112.22,121.36,115.78,83.87,101.1,124.9,94.61,92.13
03/10/2016,104.39,112.15,120.29,124.14,89.38,76.76,108.58,120.28,114.08,83.5,100,123.8,93.6,90.54
04/10/2016,103.27,111.42,117.56,124.11,88.1,75.58,106.95,118.27,112.63,84.1,99.2,122.3,92.37,89.89
05/10/2016,102.33,110.49,116.43,123.34,87.39,74.81,105.67,115.43,111.76,82.83,100.17,120.9,91.41,89.71
06/10/2016,101.8,109.93,115.68,121.74,86.47,75.26,103.09,116.8,110.73,81.81,100.15,120.7,91.11,89.98
07/10/2016,100.78,109.42,112.81,120.48,85.92,75.29,102.07,114.34,110.44,81.37,99.62,119.3,89.91,89.11
08/10/2016,99.67,109.54,111.26,117.96,83.56,74.82,100.74,114.96,111.87,81.21,97.08,116.7,88.87,87.17
09/10/2016,98.36,108.33,109.07,115.17,82.85,74.75,100.95,113.02,111.82,80.62,96.87,113.6,86.95,84.69
10/10/2016,97.04,105.14,107.52,112.46,83.18,74.88,101.4,109.92,111.78,79.83,95.78,110.3,85.49,83.87
11/10/2016,96.05,101.94,106.42,110.73,83.98,74.06,99.88,108.31,112.57,79.16,95.5,107,86.41,82.74
12/10/2016,95.4,100.47,106.68,108.23,85.19,73.3,98.56,108.03,112.72,78.24,95.37,104.5,87.3,81.66
13/10/2016,94.81,99.33,106.33,107.16,85.06,72.53,98.13,107.85,111.84,78.39,95.94,102.5,87.66,79.83
14/10/2016,93.39,95.1,107.02,106.42,83.92,70.29,96.55,105.15,110.6,77.78,95.81,100.5,86.6,78.27
15/10/2016,91.97,90.82,107.98,105.14,81.37,69.08,95.15,102.52,109.63,77.85,95.36,99,85.23,76.47
16/10/2016,90.48,88.23,107.81,102.72,78.5,68.45,93.27,102.84,107.34,77.21,92.86,97.8,84.23,74.94
17/10/2016,89.06,87.02,107.16,100.71,76.63,68.55,91.78,102.54,104.72,76.25,91.3,95.9,83.07,72.21
18/10/2016,87.55,86.03,106.34,98.05,75.63,67.86,90.04,100.51,102.97,75.7,89.77,93.2,81.86,70.21
19/10/2016,86.59,84.38,105.52,98.03,76.74,67.65,89.11,99.33,100.25,75.1,88.82,91.7,79.56,69.49
20/10/2016,86.02,82.76,104.74,98.5,77.37,67.54,88.02,98.94,98.93,76.09,87.61,91.9,77.27,68.56
21/10/2016,85.1,80.71,104.55,98.23,77.81,66.58,87.9,97.5,96.56,76.28,85.82,91.6,75.58,67.19
22/10/2016,84.1,79.41,103.92,97.45,77.96,65.78,87.58,95.75,95.55,75.38,85.14,90.9,73.6,64.91
23/10/2016,83.27,78.1,102.88,96.49,78.43,65.52,89.08,94.34,92.84,74.2,85.28,91.1,71.56,62.64
24/10/2016,82.62,77.22,103.01,94.84,79.89,65.99,89.52,94.04,90.74,72.97,84.21,91,69.44,61.14
25/10/2016,81.63,76.57,101.85,92.3,81.81,65.55,89.38,92.92,87.58,72.22,83.04,89.8,67.12,60.99
26/10/2016,81.04,76.69,101.92,90.77,82.24,64.6,88.85,91.7,85.31,72.02,83.48,88.6,66.2,61.09
27/10/2016,80.67,76.37,102.41,89.74,82.32,63.28,89.41,91.55,83.21,71.96,82.91,89.3,65.09,61.16
28/10/2016,80.28,75.83,102.85,89.26,82.31,62.28,89.63,91.9,80.92,71.25,82.3,89.1,64.67,61.28
29/10/2016,79.38,74.47,102.57,89.22,81.08,60.82,90.08,90.01,79.55,68.85,81.83,88.6,63.73,61.09
30/10/2016,78.97,73.31,102.68,88.88,80.32,60.21,91.01,89.11,77.79,67.34,82.08,89.3,63.59,61
31/10/2016,78.87,72.59,102.83,89.04,79.86,60.52,91.89,88.08,77.54,65.82,82.13,90.2,64.02,60.82
01/11/2016,79,72.88,102.83,90.12,80.72,60.62,92.42,86.57,77.77,64.5,82.27,90.59,65.33,60.42
02/11/2016,78.84,72.39,102.85,90.92,81.87,59.59,91.28,85.13,78.4,63.55,81.28,90.81,66.34,60.5
03/11/2016,78.76,71.62,103.38,91.5,82.41,59.27,91.09,83.51,78.76,62.8,80.02,91.78,67.39,60.37
04/11/2016,78.75,71.35,103.9,91.84,82.81,59.59,90.78,83.49,79.27,61.64,78.89,93.05,67.38,59.71
05/11/2016,78.7,71.37,103.3,91.89,82.82,59.75,90.24,84.77,79.74,61.26,77.64,93.17,67.8,59.34
06/11/2016,78.57,71.06,102.93,91.77,82.55,59.85,89.13,85.81,80.26,61.13,76.59,92.18,68.68,59.42
07/11/2016,78.34,70.56,101.62,91.54,82.45,59.75,88.63,85.71,81.1,60.53,75.76,91.51,69.36,59.9
08/11/2016,78.09,70.35,100.07,92.09,83.23,59.51,87.57,84.68,81.53,59.89,75.11,90.85,69.45,60.86
09/11/2016,77.8,69.18,97.77,91.95,83.27,59.43,86.77,84.41,81.79,60.36,75.22,90.08,69.35,61.84
10/11/2016,77.58,67.33,96.16,91.26,82.13,59.49,86.77,84.17,82.05,60.55,76.04,88.58,70.64,63.36
11/11/2016,77.2,65.65,94.37,89.36,80.36,58.97,87.72,83.63,82.56,60.86,76.2,87.29,71.42,65.26
12/11/2016,77.09,65.02,93.02,88.62,79.2,59.78,88.73,84.47,81.9,61.09,75.87,86.5,71.68,66.33
13/11/2016,76.81,64.93,92.97,86.96,77.51,60.64,88.37,85.39,80.56,61.25,75.37,85.63,71.53,67.37
14/11/2016,76.46,65.37,92.94,85.21,76.25,60.53,86.7,86.14,79.6,61.23,75.62,85.43,71.06,67.92
15/11/2016,76.43,65.86,92.85,84.88,76.09,60.03,86.01,87.93,78.81,61.53,75.74,85.12,70.51,68.17
16/11/2016,76.2,66.56,92.79,84.69,76.12,59.36,84.95,89.13,75.97,61.01,75.97,84.89,69.71,69.43
17/11/2016,76.11,67.13,91.96,85.53,76.34,59,83.57,89.76,73.26,61.56,76.32,85.86,69.25,69.87
18/11/2016,75.95,66.72,90.45,86.26,76.4,59.74,83.84,89.97,71.06,61.57,77.81,85.06,68.73,69.76
19/11/2016,75.94,66.47,88.79,87.48,76.05,60.22,84.44,90.16,70.31,61.25,79.17,84.64,68.77,69.47
20/11/2016,76.05,67.01,88.57,88.52,75.08,60.11,84.52,89.44,69.55,61.31,80.86,84.62,69.97,69.03
21/11/2016,76.17,67.78,88.4,89.8,73.73,60.27,84.87,89.12,69.26,60.7,82.02,85.36,71.84,67.05
22/11/2016,76.1,68.09,89.03,89.71,72.37,60.77,84.39,87.36,69.64,60.59,83.55,86.09,71.59,66.12
23/11/2016,76.52,69.12,89.64,90.04,70.59,61.11,82.59,89.68,70.93,61.33,84.69,86.58,71.66,66.82
24/11/2016,76.96,69.68,90.56,90.57,69.66,61.04,80.68,90.77,71.86,62.9,85.71,87.71,71.79,67.49
25/11/2016,77.39,70.03,90.98,89.98,69.69,62.16,80.06,92.72,72.51,64.05,85.72,88.89,72.09,67.21
26/11/2016,77.61,69.18,89.93,89.57,70.23,63.15,80.19,94.65,72.97,64.08,85.55,89.93,72.88,66.57
27/11/2016,77.76,67.66,89.01,89.69,71.14,63.76,80.14,96.42,74.28,65.18,85.55,90.1,72.06,65.91
28/11/2016,77.91,66.57,87.53,88.95,72.81,64.86,80.7,97.49,74.61,64.9,86.31,91.05,70.4,66.62
29/11/2016,78.04,65.96,87.69,87.72,74.7,65.25,80.84,98.35,75.98,64.47,87.19,90.31,69.07,67.02
30/11/2016,78.17,65.53,87.83,86.83,76.93,65.79,80.09,99.13,77.22,63.51,88.38,89.78,67.89,67.32
01/12/2016,78.41,65.77,87.08,85.8,78.48,66.12,80.02,100.06,78.83,62.66,89.75,88.9,67.89,67.98
02/12/2016,78.46,66.66,86.29,85.05,80.06,66.91,79.8,100.43,79.52,61.86,90.64,87.8,66.45,68.51
03/12/2016,78.33,67.33,86.39,83.52,80.32,67.93,79.66,100.06,78.42,62.76,90.74,86.49,65.72,69
04/12/2016,78.37,67.57,86.12,83.44,81.04,69.18,79.77,100,77.26,63.67,89.57,85.33,66.09,69.76
05/12/2016,78.22,67.49,85.43,84.26,81.32,70.4,80.26,98.67,76.57,63.87,88.27,83.65,65.68,70.99
06/12/2016,78.14,67.66,86.49,84.72,81.91,70.15,81.75,97.67,76.27,64.12,87.15,80.8,65.54,71.58
07/12/2016,78.5,68.36,87.97,85.42,82.79,69.86,83.01,96.81,76.61,65.67,85.98,78.74,66.54,72.72
08/12/2016,79.09,69.74,88.73,87.64,83.84,69.86,83.93,95.87,77.45,67.46,84.65,76.9,67.49,74.61
09/12/2016,79.46,71.07,89.41,86.84,85.55,69.59,84.36,94.93,78.75,68.7,84.7,76.12,67.67,75.29
10/12/2016,79.79,71.24,89.74,89.54,86.54,69.18,84.62,94.34,79.52,69.01,84.39,76.02,67.69,75.5
11/12/2016,80.16,72.57,89.86,91.73,87.21,69.27,85.1,93.32,79.76,69.67,84.05,76.69,67.51,75.34
12/12/2016,80.57,74.31,89.3,93.33,87.9,70.34,86.53,92.39,80.34,69.9,84.35,76.27,66.91,75.51
13/12/2016,80.84,74.87,88.87,93.22,87.96,71.58,87.64,91.66,81.41,69.53,85.84,76.45,66.55,75.38
14/12/2016,81.58,75.41,90.08,93.7,89.68,72.74,88.64,91.51,82.92,69.9,86.82,77.54,66.31,75.35
15/12/2016,82.5,76.68,91.09,94.07,91.22,72.63,89.84,92.72,83.72,71.02,87.59,79.04,67.23,75.7
16/12/2016,83.38,77.75,91.45,95.03,92.39,73.55,91.44,92.1,85.41,71.34,88.91,80.08,68.48,76.02
17/12/2016,84.65,78.79,92.18,95.49,93.47,74.64,93,95.01,87.42,72.45,90.28,81.35,69.76,76.58
18/12/2016,85.68,79.19,92.8,95.92,94.31,75.66,94.34,96.14,88.79,74.05,91.95,82.35,71.02,77.31
19/12/2016,86.61,81.45,93.33,96.42,94.4,75.91,95.76,97.87,89.15,75.64,93.2,82.96,71.93,77.9
20/12/2016,87.57,83.06,94.62,97.03,95.71,76.58,96.56,99.52,90.44,77.31,92.09,83.16,72.86,79.49
21/12/2016,88.55,84.55,95.67,97.73,96.68,76.55,97.63,101.15,91.2,79.38,90.98,83.33,74.29,82.06
22/12/2016,89.73,84.78,97.22,99.79,97.24,77.24,98.83,102.47,91.79,81.06,90.83,84.22,76.14,84.87
23/12/2016,90.73,83.37,99.52,99.87,97.27,78.02,99.07,104.25,94.15,81.9,90.89,85.56,78.17,87.5
24/12/2016,91.73,83.46,102,100.59,98.17,79.24,97.48,105.59,95.82,82.51,91.39,87.71,79.5,89.03
25/12/2016,92.88,83.37,104.46,101.85,98.69,81.08,96.56,107.02,97.29,82.56,92.53,90.22,81.36,90.4
26/12/2016,94.46,84.19,106.29,103.52,99.76,82.63,98,108.9,98.69,84.07,94.12,92.77,83.32,91.75
27/12/2016,95.82,85.43,107.15,105.8,99.2,84.26,98.28,110.98,100.62,85.92,94.97,95.15,84.8,93.09
28/12/2016,97.1,87.51,108.7,107.09,98.69,85.08,101.05,110.59,102.14,87.2,97.11,97.13,86.07,93.91
29/12/2016,98.44,89.31,110.88,108.02,99.2,86.15,103.07,110.81,103.13,88.74,99.41,98.63,87.68,94.72
30/12/2016,100.07,92.24,112.67,109.14,99.9,87.97,105.15,112.49,103.84,90.73,102.27,100.02,89.09,95.44
31/12/2016,101.75,95.07,114.51,110.64,100.63,90.36,107.51,113.53,104.6,92.11,105.45,101.25,90.99,96.08
